City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,behbahan,30.5959,50.2417,8.569999999999993,54,6,1.61,IR,1707273353
201,taltal,-25.4,-70.4833,19.430000000000007,85,26,1.33,CL,1707273353
202,mariental,-24.6333,17.9667,24.110000000000014,31,97,5.32,NA,1707273354
203,cooper's town,26.8667,-77.5167,18.75999999999999,73,93,14.53,BS,1707273354
204,miyazu,35.5333,135.1833,1.259999999999991,95,100,1.42,JP,1707273355
205,bakchar,57.0186,82.0711,-14.980000000000018,96,92,2.07,RU,1707273355
206,semirom,31.4167,51.5667,-6.660000000000025,94,43,1.64,IR,1707273355
207,holualoa,19.6228,-155.9522,23.060000000000002,60,100,5.14,US,1707273355
208,okene,7.5981,6.2318,22.920000000000016,20,90,1.12,NG,1707273356
209,georgetown,5.4112,100.3354,29.110000000000014,72,20,3.6,MY,1707273356
210,noosa heads,-26.3833,153.15,27.649999999999977,76,28,6.55,AU,1707273237
211,christchurch,-43.5333,172.6333,24.439999999999998,60,52,7.72,NZ,1707272955
212,vernon,50.2581,-119.2691,0.2400000000000091,100,100,0.51,CA,1707273357
213,fisterra,42.9049,-9.2629,13.569999999999993,93,100,9.96,ES,1707273357
214,gadzhiyevo,69.2551,33.3362,-22.840000000000003,100,99,3.67,RU,1707273357
215,sierra grande,-41.606,-65.3557,27.75,30,97,7.58,AR,1707273358
216,mtimbira,-8.7833,36.35,20.55000000000001,98,80,0.42,TZ,1707273358
217,tsiombe,-25.3,45.4833,20.5,92,5,1.53,MG,1707273358
218,stutterheim,-32.5708,27.424,15.370000000000005,95,65,2.98,ZA,1707273358
219,masterton,-40.9597,175.6575,19.75,17,7,3.01,NZ,1707273359
220,arauco,-37.2463,-73.3175,16.45999999999998,91,94,1.85,CL,1707273359
221,saipan,15.1355,145.701,27.54000000000002,54,75,5.66,MP,1707273359
222,karaidel',55.8337,56.9069,-3.3799999999999955,88,100,5.97,RU,1707273359
223,santa isabel,-23.3156,-46.2214,20.569999999999993,96,100,0.54,BR,1707273360
224,prieska,-29.6641,22.7474,19.779999999999973,34,10,4.77,ZA,1707273360
225,ponta delgada,37.7333,-25.6667,15.550000000000011,94,75,9.26,PT,1707273360
